,idx,title,summary,genres,authors,ban_info
1389,1390,The Last to Let Go,"A twisted tragedy leaves Brooke and her siblings on their own in this provocative new novel from the New York Times bestselling author of The Way I Used To Be.How do you let go of something you’ve never had?Junior year for Brooke Winters is supposed to be about change. She’s transferring schools, starting fresh, and making plans for college so she can finally leave her hometown, her family, and her past behind.But all of her dreams are shattered one hot summer afternoon when her mother is arrested for killing Brooke’s abusive father. No one really knows what happened that day, if it was premeditated or self-defense, whether it was right or wrong. And now Brooke and her siblings are on their own.In a year of firsts—the first year without parents, first love, first heartbreak, and her first taste of freedom—Brooke must confront the shadow of her family’s violence and dysfunction, as she struggles to embrace her identity, finds her true place in the world, and learns how to let go.","Contemporary, Young Adult, LGBT, Mental Health, Queer, Young Adult Contemporary, Fiction","Smith, Amber","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator;"
1390,1391,"The Way I Used to Be (The Way I Used to Be, #1)","All Eden wants is to rewind the clock. To live that day again. She would do everything differently. Not laugh at his jokes or ignore the way he was looking at her that night. And she would definitely lock her bedroom door.But Eden can’t turn back time. So she buries the truth, along with the girl she used to be. She pretends she doesn’t need friends, doesn’t need love, doesn’t need justice. But as her world unravels, one thing becomes clear: the only person who can save Eden … is Eden.","Young Adult, Contemporary, Fiction, Romance, Mental Health, Realistic Fiction, Audiobook","Smith, Amber","Banned Pending Investigation, Oklahoma, Bristow Public Schools, October 2021, Administrator;"
1391,1392,Grasshopper Jungle,"Sixteen-year-old Austin Szerba interweaves the story of his Polish legacy with the story of how he and his best friend, Robby, brought about the end of humanity and the rise of an army of unstoppable, six-foot tall praying mantises in small-town Iowa.To make matters worse, Austin's hormones are totally oblivious; they don't care that the world is in utter chaos: Austin is in love with his girlfriend, Shann, but remains confused about his sexual orientation. He's stewing in a self-professed constant state of maximum horniness, directed at both Robby and Shann. Ultimately, it's up to Austin to save the world and propagate the species in this sci-fright journey of survival, sex, and the complex realities of the human condition.","Young Adult, Science Fiction, LGBT, Fiction, Horror, Humor, Teen","Smith, Andrew","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator;"
1392,1393,Stick,"Thirteen-year-old Stark McClellan (nicknamed Stick because he’s tall and thin) is bullied for being “deformed” – he was born with only one ear. His older brother Bosten is always there to defend Stick. But the boys can’t defend one another from their abusive parents.When Stick realizes Bosten is gay, he knows that to survive his father's anger, Bosten must leave home. Stick has to find his brother, or he will never feel whole again. In his search, he will encounter good people, bad people, and people who are simply indifferent to kids from the wrong side of the tracks. But he never loses hope of finding love – and his brother.","Young Adult, LGBT, Realistic Fiction, Fiction, Contemporary, Abuse, Coming Of Age","Smith, Andrew","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator;"
1393,1394,Chicken Girl,"Poppy used to be an optimist. But after a photo of her dressed as Rosie the Riveter is mocked online, she's having trouble seeing the good in the world. As a result, Poppy trades her beloved vintage clothes for a feathered chicken costume and accepts a job as an anonymous sign waver outside a restaurant. There, Poppy meets six-year-old girl Miracle, who helps Poppy see beyond her own pain, opening her eyes to the people around her: Cam, her twin brother, who is adjusting to life as an openly gay teen; Buck, a charming photographer with a cute British accent and a not-so-cute mean-streak; and Lewis a teen caring for an ailing parent, while struggling to reach the final stages of his gender transition. As the summer unfolds, Poppy stops glorifying the past and starts focusing on the present. But just as she comes to terms with the fact that there is good and bad in everyone, she is tested by a deep betrayal.","Young Adult, Contemporary, LGBT, Canada, Romance, Fiction, Realistic Fiction","Smith, Heather","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned in Libraries and Classrooms, Texas, Prosper Independent School District, March 2022, Administrator;"
1394,1395,"Invisible Man, Got the Whole World Watching: A Young Black Man's Education","Invisible Man, Got the Whole World Watching is an account of how, politically and culturally, the existing script for black manhood has been rewritten for the millennial generation. Young men of this age have watched as Barack Obama was elected president but have also witnessed the deaths of Oscar Grant, Trayvon Martin, Michael Brown, Akai Gurley, and so many other young black men killed by police or vigilante violence. Chronicling his personal and political education during these tumultuous years, Smith narrates his own coming-of-age story and his struggles to come into his own at a time when too many black men do not survive into adulthood.From Barack Obama’s landmark speech at the Democratic National Convention in 2004 to the recent and widely reported cases of violence against women, from powerful moments of black self-determination like LeBron James’ “decision” to the mobilization of thousands of young black men in the wake of Trayvon Martin’s death, Invisible Man, Got the Whole World Watching documents of how these public milestones have challenged cultural notions of black manhood. Part memoir, part political tract, this book is an unprecedented and intimate glimpse into what it means to be young, black, and male in America today—and what it means to be treated as a human in a society dependent on your subjugation.","Nonfiction, Memoir, Race, Social Justice, Politics, African American, Biography","Smith, Mychal Denzel","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator;"
1395,1396,The Deep & Dark Blue,"After a terrible political coup usurps their noble house, Hawke and Grayson flee to stay alive and assume new identities, Hanna and Grayce. Desperation and chance lead them to the Communion of Blue, an order of magical women who spin the threads of reality to their will.As the twins learn more about the Communion, and themselves, they begin to hatch a plan to avenge their family and retake their royal home.While Hawke wants to return to his old life, Grayce struggles to keep the threads of her new life from unraveling, and realizes she wants to stay in the one place that will allow her to finally live as a girl.","Graphic Novels, Fantasy, Middle Grade, LGBT, Comics, Queer, Young Adult","Smith, Niki","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator;"
1396,1397,Not My Problem,"Aideen has plenty of problems she can’t fix. Her best (and only) friend is pulling away. Her mother’s drinking problem is a constant concern. She’s even running out of outlandish diseases to fake so she can skip PE.But when Aideen stumbles on her nemesis, overachiever Meabh Kowalski, in the midst of a full-blown meltdown, she sees a problem that—unlike her own disaster of a life—seems refreshingly easy to solve. Meabh is desperate to escape her crushing pile of extracurriculars. Aideen volunteers to help. By pushing Meabh down the stairs.Problem? Solved. Meabh’s sprained ankle is the perfect excuse to ditch her overwhelming schedule. But when another student learns about their little scheme and brings Aideen another “client” who needs her “help,” it kicks off a semester of traded favors, ill-advised hijinks, and an unexpected chance at love. Fixing other people’s problems won’t fix her own, but it might be the push she needs to start.","Romance, LGBT, Lesbian, Young Adult, Contemporary, Queer, Fiction","Smyth, Ciara","Banned Pending Investigation, Florida, Brevard Public Schools, March 2022, Administrator; Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator;"
1397,1398,The Falling in Love Montage,"Saoirse doesn’t believe in love at first sight or happy endings. If they were real, her mother would still be able to remember her name and not in a care home with early onset dementia. A condition that Saoirse may one day turn out to have inherited. So she’s not looking for a relationship. She doesn’t see the point in igniting any romantic sparks if she’s bound to burn out.But after a chance encounter at an end-of-term house party, Saoirse is about to break her own rules. For a girl with one blue freckle, an irresistible sense of mischief, and a passion for rom-coms.Unbothered by Saoirse’s no-relationships rulebook, Ruby proposes a loophole: They don’t need true love to have one summer of fun, complete with every cliché, rom-com montage-worthy date they can dream up—and a binding agreement to end their romance come fall. It would be the perfect plan, if they weren’t forgetting one thing about the Falling in Love Montage: when it’s over, the characters actually fall in love… for real.","Romance, LGBT, Lesbian, Young Adult, Contemporary, Queer, Fiction","Smyth, Ciara","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator;"
1398,1399,The Boy of the Three-Year Nap,Lazy Taro gets his comeuppance when his wise mother uses his trick to avoid work to her own advantage.,"Picture Books, Childrens, Japan, Cultural, Asia, Folklore, Folk Tales","Snyder, Dianne","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator;"
1399,1400,How We Fight White Supremacy,"This celebration of Black resistance, from protests to art to sermons to joy, offers a blueprint for the fight for freedom and justice-and ideas for how each of us can contributeMany of us are facing unprecedented attacks on our democracy, our privacy, and our hard-won civil rights. If you're Black in the US, this is not new. As Colorlines editors Akiba Solomon and Kenrya Rankin show, Black Americans subvert and resist life-threatening forces as a matter of course. In these pages, leading organizers, artists, journalists, comedians, athletes, and filmmakers offer wisdom on how they fight White supremacy. It's a must-read for anyone new to resistance work, and for the next generation of leaders building a better future.Featuring contributions from:Ta-Nehisi CoatesTarana BurkeHarry Belafonteadrienne maree brownAlicia GarzaPatrisse Khan-CullorsReverend Dr. Valerie BridgemanKiese LaymonJamilah LemieuxRobin DG KelleyDamon YoungMichael Arceneaux","Nonfiction, Race, Social Justice, Anti Racist, Politics, Essays, Audiobook","Solomon, Akiba","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator;"
1400,1401,Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us,"From New York Times bestselling author Andrew Solomon comes a stunning, poignant, and affecting young adult edition of his award-winning masterpiece, Far From the Tree, which explores the impact of extreme differences between parents and children.The old adage says that the apple doesn’t fall far from the tree, meaning that children usually resemble their parents. But what happens when the apples fall somewhere else—sometimes a couple of orchards away, sometimes on the other side of the world?In this young adult edition, Andrew Solomon profiles how families accommodate children who have a variety of differences: families of people who are deaf, who are dwarfs, who have Down syndrome, who have autism, who have schizophrenia, who have multiple severe disabilities, who are prodigies, who commit crimes, and more.Elegantly reported by a spectacularly original and compassionate thinker, Far From the Tree explores how people who love each other must struggle to accept each other—a theme in every family’s life. The New York Times calls the adult edition a “wise and beautiful” volume, that “will shake up your preconceptions and leave you in a better place.”","Nonfiction, Disability, Family, LGBT, Autistic Spectrum Disorder","Solomon, Andrew","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator;"
1401,1402,"Far from the Tree: Parents, Children, and the Search for Identity","Andrew Solomon’s startling proposition in Far from the Tree is that being exceptional is at the core of the human condition—that difference is what unites us. He writes about families coping with deafness, dwarfism, Down's syndrome, autism, schizophrenia, or multiple severe disabilities; with children who are prodigies, who are conceived in rape, who become criminals, who are transgender. While each of these characteristics is potentially isolating, the experience of difference within families is universal, and Solomon documents triumphs of love over prejudice in every chapter.All parenting turns on a crucial question: to what extent should parents accept their children for who they are, and to what extent they should help them become their best selves. Drawing on ten years of research and interviews with more than three hundred families, Solomon mines the eloquence of ordinary people facing extreme challenges.Elegantly reported by a spectacularly original and compassionate thinker, Far from the Tree explores how people who love each other must struggle to accept each other—a theme in every family’s life.","Nonfiction, Psychology, Parenting, Science, Sociology, Disability, Mental Health","Solomon, Andrew","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator;"
1402,1403,SEX: If You're Scared of The Truth Don't Read This!,A power-packed book dealing with issues youth will face. Carl Sommer exposes the many dangers of casual sex and the many benefits of abstinence from sex until marriage. Sommer uses straight talk to challenge todays youth to examine this important topic that has the potential of destroying their lives. A must read for those wanting a bright future.,,"Sommer, Carl","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator;"
1403,1404,One of Those Hideous Books Where the Mother Dies,"My name is Ruby. This book is about me.It tells the deeply hideous storyof what happens when my mother diesand I'm dragged three thousand miles awayfrom my gorgeous boyfriend, Ray,to live in L.A. with my father,who I've never even metbecause he's such a scumbag that hedivorced my mom before I was born.The only way I've ever even ""seen"" himis in the movies,since he's this megafamous actorwho's been way too busytrying to win Oscarsto even visit me once in fifteen years.Everyone loves my father.Everyone but me.","Young Adult, Poetry, Realistic Fiction, Contemporary, Fiction, Teen, High School","Sones, Sonya","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator;"
1404,1405,The Opposite of Innocent,"Poignant and chilling by turns, The Opposite of Innocent is award-winning author Sonya Sones’s most gripping novel in verse yet. It’s the story of a girl named Lily, who’s been crushing on a man named Luke, a friend of her parents, ever since she can remember.Luke has been away for two endless years, but he’s finally returning today. Lily was only twelve when he left. But now, at fourteen, she feels transformed. She can’t wait to see how Luke will react when he sees the new her. And when her mother tells her that Luke will be staying with them for a while, in the bedroom right next to hers, her heart nearly stops.Having Luke back is better than Lily could have ever dreamed. His lingering looks set Lily on fire. Is she just imagining them? But then, when they’re alone, he kisses her. Then he kisses her again. Lily’s friends think anyone his age who wants to be with a fourteen-year-old must be really messed up. Maybe even dangerous. But Luke would never do anything to hurt her...would he?In this powerful tale of a terrifying leap into young adulthood, readers will accompany Lily on her harrowing journey from hopelessness to hope.","Young Adult, Poetry, Contemporary, Realistic Fiction, Fiction, Abuse, Banned Books","Sones, Sonya","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator; Banned Pending Investigation, Utah, Canyons School District, October 2021, Administrator; Banned in Libraries, Wisconsin, School District of Waukesha, December 2021, Administrator;"
1405,1406,What My Mother Doesn't Know (What My Mother Doesn't Know #1),"My name is Sophie.This book is about me.It tells the heart-stoppingly riveting story of my first love.And also of my second.And, okay, my third love, too. It's not that I'm boy crazy.It's just that even thoughI'm almost fifteenit's likemy mindand my bodyand my heartjust don't seem to be able to agree on anything.","Young Adult, Poetry, Romance, Realistic Fiction, Fiction, Contemporary, Teen","Sones, Sonya","Banned in Libraries, Florida, Indian River County School District, November 2021, Administrator;"
1406,1407,At the Mountain's Base,"A family, separated by duty and distance, waits for a loved one to return home in this picture book celebrating the bonds of a Cherokee family and the bravery of history-making women pilots. At the mountain's base sits a cabin under an old hickory tree. And in that cabin lives a family—loving, weaving, cooking, and singing. The strength in their song sustains them through trials on the ground and in the sky, as they wait for their daughter/sister/granddaughter/niece, a pilot, to return from war. With an author's note that pays homage to the true history of Native American U.S. service members like WWII pilot Ola Mildred ""Millie"" Rexroat.","Picture Books, Historical Fiction, Family, Poetry, Childrens, War, Realistic Fiction","Sorell, Traci","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator;"
1407,1408,We Are Grateful: Otsaliheliga,"A look at modern Native American life as told by a citizen of the Cherokee NationThe word otsaliheliga (oh-jah-LEE-hay-lee-gah) is used by members of the Cherokee Nation to express gratitude. Beginning in the fall with the new year and ending in summer, follow a full Cherokee year of celebrations and experiences. Appended with a glossary and the complete Cherokee syllabary, originally created by Sequoyah.","Picture Books, Nonfiction, Childrens, Family, Cultural, Native Americans, Nature","Sorell, Traci","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator;"
1408,1409,Too Many Tamales,Christmas Eve started out so perfectly for Maria. Snow had fallen and the streets glittered. Maria's favorite cousins were coming over and she got to help make the tamales for Christmas dinner. It was almost too good to be true when her mother left the kitchen for a moment and Maria got to try on her beautiful diamond ring . . .This is the story of a treasure thought to be lost in a batch of tamales; of a desperate and funny attempt by Maria and her cousins to eat their way out of trouble; and the warm way a family pulls together to make it a perfect Christmas after all.,"Picture Books, Christmas, Cultural, Childrens, Family, Realistic Fiction, Fiction","Soto, Gary","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator;"
1409,1410,"¡Solo pregunta!: Sé Diferente, Sé Valiente, Sé Tú","Supreme Court Justice Sonia Sotomayor and award-winning artist Rafael Lopez create a kind and caring book about the differences that make each of us special -- available in Spanish, too.Feeling different, especially as a kid, can be tough. But in the same way that different types of plants and flowers make a garden more beautiful and enjoyable, different types of people make our world more vibrant and wonderful. In Just Ask, United States Supreme Court Justice Sonia Sotomayor celebrates the different abilities kids (and people of all ages) have. Using her own experience as a child who was diagnosed with diabetes, Justice Sotomayor writes about children with all sorts of challenges--and looks at the special powers those kids have as well. As the kids work together to build a community garden, asking questions of each other along the way, this book encourages readers to do the same: When we come across someone who is different from us but we're not sure why, all we have to do is Just Ask.","Picture Books, Disability, Childrens, Nonfiction, Realistic Fiction, Cultural, Inspirational","Sotomayor, Sonia","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator;"
1410,1411,The Summer of Jordi Perez,"Seventeen, fashion-obsessed, and gay, Abby Ives has always been content playing the sidekick in other people's lives. While her friends and sister have plunged headfirst into the world of dating and romances, Abby has stayed focused on her plus-size style blog and her dreams of taking the fashion industry by storm. When she lands a prized internship at her favorite local boutique, she’s thrilled to take her first step into her dream career. She doesn't expect to fall for her fellow intern, Jordi Pérez. Abby knows it's a big no-no to fall for a colleague. She also knows that Jordi documents her whole life in photographs, while Abby would prefer to stay behind the scenes. Then again, nothing is going as expected this summer. She's competing against the girl she's kissing to win a paid job at the boutique. She's somehow managed to befriend Jax, a lacrosse-playing bro type who needs help in a project that involves eating burgers across L.A.'s eastside. Suddenly, she doesn't feel like a sidekick. Is it possible Abby's finally in her own story? But when Jordi's photography puts Abby in the spotlight, it feels like a betrayal, rather than a starring role. Can Abby find a way to reconcile her positive yet private sense of self with the image that other people have of her? Is this just Abby’s summer of fashion? Or will it truly be The Summer of Jordi Pérez (and the Best Burger in Los Ángeles)?","Young Adult, LGBT, Romance, Contemporary, Queer, Fiction, Audiobook","Spalding, Amy","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator;"
1411,1412,We Used to Be Friends,"Two best friends grow up—and grow apart—in this innovative contemporary YA novel    Told in dual timelines—half of the chapters moving forward in time and half moving backward—We Used to Be Friends explores the most traumatic breakup of all: that of childhood besties. At the start of their senior year in high school, James (a girl with a boy’s name) and Kat are inseparable, but by graduation, they’re no longer friends. James prepares to head off to college as she reflects on the dissolution of her friendship with Kat while, in alternating chapters, Kat thinks about being newly in love with her first girlfriend and having a future that feels wide open. Over the course of senior year, Kat wants nothing more than James to continue to be her steady rock, as James worries that everything she believes about love and her future is a lie when her high-school sweetheart parents announce they’re getting a divorce. Funny, honest, and full of heart, We Used to Be Friends tells of the pains of growing up and growing apart.  ","Young Adult, Contemporary, LGBT, Fiction, Romance, Lesbian, Queer","Spalding, Amy","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator;"
1412,1413,Beast,"Tall, meaty, muscle-bound, and hairier than most throw rugs, Dylan doesn’t look like your average fifteen-year-old, so, naturally, high school has not been kind to him. To make matters worse, on the day his school bans hats (his preferred camouflage), Dylan goes up on his roof only to fall and wake up in the hospital with a broken leg—and a mandate to attend group therapy for self-harmers.Dylan vows to say nothing and zones out at therapy—until he meets Jamie. She’s funny, smart, and so stunning, even his womanizing best friend, JP, would be jealous. She’s also the first person to ever call Dylan out on his self-pitying and superficiality. As Jamie’s humanity and wisdom begin to rub off on Dylan, they become more than just friends. But there is something Dylan doesn’t know about Jamie, something she shared with the group the day he wasn’t listening. Something that shouldn’t change a thing. She is who she’s always been—an amazing photographer and devoted friend, who also happens to be transgender. But will Dylan see it that way?","Young Adult, Romance, LGBT, Contemporary, Retellings, Fiction, Queer","Spangler, Brie","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator;"
1413,1414,Go Ask Alice,"It started when she was served a soft drink laced with LSD in a dangerous party game. Within months, she was hooked, trapped in a downward spiral that took her from her comfortable home and loving family to the mean streets of an unforgiving city. It was a journey that would rob her of her innocence, her youth -- and ultimately her life.
Read her diary. Enter her world. You will never forget her.
","Young Adult, Fiction, Classics, Contemporary, Mental Health, Realistic Fiction, Banned Books","Sparks, Beatrice","Banned Pending Investigation, Michigan, Gladwin Community Schools, May 2022, Administrator;"
1414,1415,I Am Water,"Hannah works as the only female river-rafting guide in her closed-minded small town. Labeled a tomboy, she often struggles to reconcile the way she fits into normal gender stereotypes. Hannah meets Ezra, who blurs the lines between woman and man. They begin an exciting new relationship, but soon Ezra starts pushing Hannah's limits and her definition of love.","Young Adult, LGBT, Poetry, Queer","Specksgoor, Meg","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator;"
1415,1416,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)","The first installment of the Pulitzer Prize-winning graphic novel acclaimed as “the most affecting and successful narrative ever done about the Holocaust” (Wall Street Journal) and “the first masterpiece in comic book history” (The New Yorker).A brutally moving work of art—widely hailed as the greatest graphic novel ever written—Maus recounts the chilling experiences of the author’s father during the Holocaust, with Jews drawn as wide-eyed mice and Nazis as menacing cats.Maus is a haunting tale within a tale, weaving the author’s account of his tortured relationship with his aging father into an astonishing retelling of one of history's most unspeakable tragedies. It is an unforgettable story of survival and a disarming look at the legacy of trauma.","Graphic Novels, Comics, History, Nonfiction, Memoir, Holocaust, Biography","Spiegelman, Art","Banned Pending Investigation, Florida, Indian River County School District, November 2021, Administrator; Banned in Classrooms, Tennessee, McMinn County Schools, January 2022, Administrator; Banned Pending Investigation, Texas, Katy Independent School District, January 2022, Administrator;"
1416,1417,Maus II: A Survivor's Tale: And Here My Troubles Began,"Acclaimed as a quiet triumph and a brutally moving work of art, the first volume of Art Spieglman's Maus introduced readers to Vladek Spiegleman, a Jewish survivor of Hitler's Europe, and his son, a cartoonist trying to come to terms with his father, his father's terrifying story, and History itself. Its form, the cartoon (the Nazis are cats, the Jews mice), succeeds perfectly in shocking us out of any lingering sense of familiararity with the events described, approaching, as it does, the unspeakable through the diminutive.This second volume, subtitled And Here My Troubles Began, moves us from the barracks of Auschwitz to the bungalows of the Catskills. Genuinely tragic and comic by turns, it attains a complexity of theme and a precision of thought new to comics and rare in any medium. Maus ties together two powerful stories: Vladek's harrowing tale of survival against all odds, delineating the paradox of daily life in the death camps, and the author's account of his tortured relationship with his aging father. At every level this is the ultimate survivor's tale - and that too of the children who somehow survive even the survivors.","Graphic Novels, Comics, Nonfiction, History, Memoir, Holocaust, Biography","Spiegelman, Art","Banned Pending Investigation, Texas, Katy Independent School District, January 2022, Administrator;"
1417,1418,Freak Show,"Billy Bloom is gay, but it's mostly theoretical, as he hasn't had much experience. When he has to move to Florida, he can't believe his bad luck. His new school is a mix of bible belles, amberzombies, and football heroes -- none of which are exactly his type. Billy's efforts to fit in and stand out at the same time are both hilarious and heart warming. In this novel from adult author and media personality James St. James, readers are in for a wild ride as he tells Billy's fascinating story of bravado, pain, and unexpected love, inspired by his own experiences.","Young Adult, Fiction, LGBT, Queer, Humor, Teen, Romance","St. James, James","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator;"
1418,1419,As Far As You'll Take Me,"A story about finding the people who become your home.Marty arrives in London with nothing but his oboe and some savings from his summer job, but he's excited to start his new life--where he's no longer the closeted, shy kid who slips under the radar and is free to explore his sexuality without his parents' disapproval.From the outside, Marty's life looks like a perfect fantasy: in the span of a few weeks, he's made new friends, he's getting closer with his first ever boyfriend, and he's even traveling around Europe. But Marty knows he can't keep up the facade. He hasn't spoken to his parents since he arrived, he's tearing through his meager savings, his homesickness and anxiety are getting worse and worse, and he hasn't even come close to landing the job of his dreams. Will Marty be able to find a place that feels like home?","LGBT, Contemporary, Young Adult, Romance, Queer, Fiction, Gay","Stamper, Phil","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator;"
1419,1420,The Gravity of Us,"As a successful social media journalist with half a million followers, seventeen-year-old Cal is used to sharing his life online. But when his pilot father is selected for a highly publicized NASA mission to Mars, Cal and his family relocate from Brooklyn to Houston and are thrust into a media circus.Amidst the chaos, Cal meets sensitive and mysterious Leon, another “Astrokid,” and finds himself falling head over heels—fast. As the frenzy around the mission grows, so does their connection. But when secrets about the program are uncovered, Cal must find a way to reveal the truth without hurting the people who have become most important to him.Expertly capturing the thrill of first love and the self-doubt all teens feel, debut author Phil Stamper is a new talent to watch.","LGBT, Romance, Young Adult, Contemporary, Queer, Fiction, Gay","Stamper, Phil","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator;"
1420,1421,25 Women Who Ruled,"Discover 25 women who shattered the glass ceiling, each in their own way. In politics, government, the business world, and more, these women show us that ambition, perseverance, and hard work go a long way.",History,"Stanborough, Rebecca J.","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator;"
1421,1422,Bright World (The Hazards of Love Series),"The Hazards of Love follows the story of a queer teen from Queens who makes some mistakes, gets dragged into a fantastical place, and tries to hustle their way back home.Amparo's deal with the talking cat was simple: a drop of blood and Amparo's name to become a better person. Their mother and abuela would never worry about them again, and they'd finally be worthy of dating straight-A student Iolanthe. But when the cat steals their body, becoming the better person they were promised, Amparo's spirit is imprisoned in a land of terrifying, flesh-hungry creatures known as Bright World. With cruel and manipulative masters and a society that feeds on memories, Amparo must use their cleverness to escape, without turning into a monster like the rest. On ""the other side,"" Iolanthe begins to suspect the new Amparo has a secret, and after the cat in disguise vanishes, she's left searching for answers with a no-nonsense medium from the lesbian mafia and the only person who might know the truth about Bright World.","Graphic Novels, Fantasy, LGBT, Young Adult, Queer, Comics, Romance","Stanley, Stan","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator;"
1422,1423,"Deogratias, A Tale of Rwanda","The 2000 winner of the Goscinny Prize for outstanding graphic novel script, this is the harrowing tale of the Tutsi genocide in Rwanda, as seen through the eyes of a boy named Deogratias. He is an ordinary teenager, in love with a girl named Bénigne, but Deogratias is a Hutu and Bénigne is a Tutsi who dies in the genocide, and Deogratias himself plays a part in her death. As the story circles around but never depicts the terror and brutality of an entire country descending into violence, we watch Deogratias in his pursuit of Bénigne, and we see his grief and descent into madness following her death, as he comes to believe he is a dog.Told with great artistry and intelligence, this book offers a window into a dark chapter of recent human history and exposes the West's role in the tragedy. Stassen's interweaving of the aftermath of the genocide and the events leading up to it heightens the impact of the horror, giving powerful expression to the unspeakable, indescribable experience of ordinary Hutus caught up in the violence. Difficult, beautiful, honest, and heartbreaking, this is a major work by a masterful artist.","Graphic Novels, Comics, Historical Fiction, Africa, Fiction, War, Rwanda","Stassen, Jean-Philippe","Banned in Libraries and Classrooms, Florida, Indian River County School District, November 2021, Administrator;"
1423,1424,The List of Things That Will Not Change,"After her parents' divorce, Bea's life became different in many ways. But she can always look back at the list she keeps in her green notebook to remember the things that will stay the same. The first and most important: Mom and Dad will always love Bea, and each other. When Dad tells Bea that he and his boyfriend, Jesse, are getting married, Bea is thrilled. Bea loves Jesse, and when he and Dad get married, she'll finally (finally!) have what she's always wanted—a sister. Even though she's never met Jesse's daughter, Sonia, Bea is sure that they'll be ""just like sisters anywhere."" As the wedding day approaches, Bea will learn that making a new family brings questions, surprises, and joy.","Middle Grade, Realistic Fiction, LGBT, Fiction, Family, Contemporary, Childrens","Stead, Rebecca","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator;"
1424,1425,Whistling Vivaldi: And Other Clues to How Stereotypes Affect Us,"Acclaimed social psychologist Claude Steele offers an insider’s look at his groundbreaking findings on stereotypes and identity. Through dramatic personal stories, Claude Steele shares the experiments and studies that show, again and again, that exposing subjects to stereotypes―merely reminding a group of female math majors about to take a math test, for example, that women are considered naturally inferior to men at math―impairs their performance in the area affected by the stereotype. Steele’s conclusions shed new light on a host of American social phenomena, from the racial and gender gaps in standardized test scores to the belief in the superior athletic prowess of black men. Steele explicates the dilemmas that arise in every American’s life around issues of identity, from the white student whose grades drop steadily in his African American Studies class to the female engineering students deciding whether or not to attend predominantly male professional conferences. Whistling Vivaldi offers insight into how we form our senses of identity and ultimately lays out a plan for mitigating the negative effects of “stereotype threat” and reshaping American identities.","Nonfiction, Psychology, Education, Race, Sociology, Social Justice, Science","Steele, Claude M.","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator;"
